Label,WHO Location,Normalized Who Location,What Changed
ST 30,"In the groin region, at the same level as the superior border of the pubic symphysis, 2 B-cun lateral to the anterior median line, over the femoral artery. Note: ST30 is 5 B-cun inferior to ST25, 2 B-cun lateral to CV2.","In the groin region, at the same level as the superior border of the pubic symphysis, 2 B-cun lateral to the anterior median line, over the femoral artery.
- Note: ST 30 is 5 B-cun inferior to ST 25, 2 B-cun lateral to CV 2.",normalized acupoint code 'ST30' to 'ST 30'; normalized acupoint code 'ST25' to 'ST 25'; normalized acupoint code 'CV2' to 'CV 2'; moved 'Note' to a new line prefixed with '- '.
ST 31,"On the anterior aspect of the thigh, in the depression among three muscles: the proximal portion of the rectus femoris muscle, the sartorius muscle and the tensor fasciae latae muscle. Note 1: With the hip and the knee in slight flexion, and the thigh slightly abducted when resistance is placed against the anteromedial aspect of the thigh, a triangular depression appears. the proximal portion of the rectus femoris muscle is found in the depression between the sartorius muscle medially and the tensor fascia latae muscle laterally. St31 is located at the deepest point in the depression inferior to the apex of this triangle. Note 2: ST31 is located at the intersection of the line connecting the lateral end of the base of the patella with the anterior superior iliac spine, and the horizontal line of the inferior border of the pubic symphysis.","On the anterior aspect of the thigh, in the depression among three muscles: the proximal portion of the rectus femoris muscle, the sartorius muscle and the tensor fasciae latae muscle.
- Note 1: With the hip and the knee in slight flexion, and the thigh slightly abducted when resistance is placed against the anteromedial aspect of the thigh, a triangular depression appears. the proximal portion of the rectus femoris muscle is found in the depression between the sartorius muscle medially and the tensor fascia latae muscle laterally. ST 31 is located at the deepest point in the depression inferior to the apex of this triangle.
- Note 2: ST 31 is located at the intersection of the line connecting the lateral end of the base of the patella with the anterior superior iliac spine, and the horizontal line of the inferior border of the pubic symphysis.",normalized acupoint code 'St31' to 'ST 31'; normalized acupoint code 'ST31' to 'ST 31'; moved 'Note' to a new line prefixed with '- '.
ST 32,"On the anterolateral aspect of the thigh, on the line connecting the lateral end of the base of the patella with the anterior superior iliac spine, 6 B-cun superior to the base of the patella.","On the anterolateral aspect of the thigh, on the line connecting the lateral end of the base of the patella with the anterior superior iliac spine, 6 B-cun superior to the base of the patella.",No changes needed.
ST 33,"On the anterolateral aspect of the thigh, lateral to the rectus femoris tendon, 3 B-cun superior to the base of the patella. Note: ST33 is at the midpoint of the line connecting St32 with the lateral end of the base of the patella.","On the anterolateral aspect of the thigh, lateral to the rectus femoris tendon, 3 B-cun superior to the base of the patella.
- Note: ST 33 is at the midpoint of the line connecting ST 32 with the lateral end of the base of the patella.",normalized acupoint code 'ST33' to 'ST 33'; normalized acupoint code 'St32' to 'ST 32'; moved 'Note' to a new line prefixed with '- '.
ST 34,"On the anterolateral aspect of the thigh, between the vastus lateralis muscle and the lateral border of the rectus femoris tendon, 2 B-cun superior to the base of the patella. Note: Putting the thigh muscle under tension, the rectus femoris tendon and the vastus lateralis muscle are more distinct. St34 is located between the muscle and the tendon, 1 B-cun directly inferior to St33.","On the anterolateral aspect of the thigh, between the vastus lateralis muscle and the lateral border of the rectus femoris tendon, 2 B-cun superior to the base of the patella.
- Note: Putting the thigh muscle under tension, the rectus femoris tendon and the vastus lateralis muscle are more distinct. ST 34 is located between the muscle and the tendon, 1 B-cun directly inferior to ST 33.",normalized acupoint code 'St34' to 'ST 34'; normalized acupoint code 'St33' to 'ST 33'; moved 'Note' to a new line prefixed with '- '.
ST 35,"On the anterior aspect of the knee, in the depression lateral to the patellar ligament. Note: When the knee is flexed, ST35 is located in the depression lateral and inferior to the patella.","On the anterior aspect of the knee, in the depression lateral to the patellar ligament.
- Note: When the knee is flexed, ST 35 is located in the depression lateral and inferior to the patella.",normalized acupoint code 'ST35' to 'ST 35'; moved 'Note' to a new line prefixed with '- '.
ST 36,"On the anterior aspect of the leg, on the line connecting ST35 with ST41, 3 B-cun inferior to ST35. Note: ST36 is located on the tibialis anterior muscle.","On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 3 B-cun inferior to ST 35.
- Note: ST 36 is located on the tibialis anterior muscle.",normalized acupoint code 'ST35' to 'ST 35'; normalized acupoint code 'ST41' to 'ST 41'; normalized acupoint code 'ST36' to 'ST 36'; moved 'Note' to a new line prefixed with '- '.
ST 37,"On the anterior aspect of the leg, on the line connecting ST35 with ST41, 6 B-cun inferior to ST35. Note: ST37 is located on the tibialis anterior muscle.","On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 6 B-cun inferior to ST 35.
- Note: ST 37 is located on the tibialis anterior muscle.",normalized acupoint code 'ST35' to 'ST 35'; normalized acupoint code 'ST41' to 'ST 41'; normalized acupoint code 'ST37' to 'ST 37'; moved 'Note' to a new line prefixed with '- '.
ST 38,"On the anterior aspect of the leg, on the line connecting ST35 with ST41, 8 B-cun inferior to ST35. Note: ST38 is located on the tibialis anterior muscle, at the same level as St40.","On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 8 B-cun inferior to ST 35.
- Note: ST 38 is located on the tibialis anterior muscle, at the same level as ST 40.",normalized acupoint code 'ST35' to 'ST 35'; normalized acupoint code 'ST41' to 'ST 41'; normalized acupoint code 'ST38' to 'ST 38'; normalized acupoint code 'St40' to 'ST 40'; moved 'Note' to a new line prefixed with '- '.
ST 39,"On the anterior aspect of the leg, on the line connecting ST35 with ST41, 9 B-cun inferior to ST35. Note: ST39 is located on the tibialis anterior muscle, at the same level as GB35 and gB36.","On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 9 B-cun inferior to ST 35.
- Note: ST 39 is located on the tibialis anterior muscle, at the same level as GB 35 and GB 36.",normalized acupoint code 'ST35' to 'ST 35'; normalized acupoint code 'ST41' to 'ST 41'; normalized acupoint code 'ST39' to 'ST 39'; normalized acupoint code 'GB35' to 'GB 35'; normalized acupoint code 'gB36' to 'GB 36'; moved 'Note' to a new line prefixed with '- '.
ST 40,"On the anterolateral aspect of the leg, lateral border of the tibialis anterior muscle, 8 B-cun superior to the prominence of the lateral malleolus. Note: ST40 is one fingerbreadth (middle finger) lateral to ST38.","On the anterolateral aspect of the leg, lateral border of the tibialis anterior muscle, 8 B-cun superior to the prominence of the lateral malleolus.
- Note: ST 40 is one fingerbreadth (middle finger) lateral to ST 38.",normalized acupoint code 'ST40' to 'ST 40'; normalized acupoint code 'ST38' to 'ST 38'; moved 'Note' to a new line prefixed with '- '.
ST 41,"On the anterior aspect of the ankle, in the depression at the centre of the front surface of the ankle joint, between the tendons of extensor hallucis longus and extensor digitorum longus. Note: ST41 is located between two tendons on the dorsum of the foot which are more distinct when the ankle is in dorsiflexion, and is at the midpoint of the line connecting the prominences of the lateral malleolus and the medial malleolus.","On the anterior aspect of the ankle, in the depression at the centre of the front surface of the ankle joint, between the tendons of extensor hallucis longus and extensor digitorum longus.
- Note: ST 41 is located between two tendons on the dorsum of the foot which are more distinct when the ankle is in dorsiflexion, and is at the midpoint of the line connecting the prominences of the lateral malleolus and the medial malleolus.",normalized acupoint code 'ST41' to 'ST 41'; moved 'Note' to a new line prefixed with '- '.
ST 42,"On the dorsum of the foot, at the joint of the base of the second metatarsal bone and the intermediate cuneiform bone, over the dorsalis pedis artery.","On the dorsum of the foot, at the joint of the base of the second metatarsal bone and the intermediate cuneiform bone, over the dorsalis pedis artery.",No changes needed.
ST 43,"On the dorsum of the foot, between the second and third metatarsal bones, in the depression proximal to the second metatarsophalangeal joint.","On the dorsum of the foot, between the second and third metatarsal bones, in the depression proximal to the second metatarsophalangeal joint.",No changes needed.
ST 44,"On the dorsum of the foot, between the second and third toes, posterior to the web margin, at the border between the red and white flesh.","On the dorsum of the foot, between the second and third toes, posterior to the web margin, at the border between the red and white flesh.",No changes needed.
ST 45,"On the second toe, lateral to the distal phalanx, 0.1 f-cun proximal-lateral to the lateral corner of the second toenail, at the intersection of the vertical line of the lateral border and the horizontal line of the base of the second toenail.","On the second toe, lateral to the distal phalanx, 0.1 f-cun proximal-lateral to the lateral corner of the second toenail, at the intersection of the vertical line of the lateral border and the horizontal line of the base of the second toenail.",No changes needed.
,,,
SP 1,"On the great toe, medial to the distal phalanx, 0.1 f-cun proximal-medial to the me- dial corner of the toenail, at the intersection of the vertical line of the medial border and horizontal line of the base of the toenail.","On the great toe, medial to the distal phalanx, 0.1 f-cun proximal-medial to the medial corner of the toenail, at the intersection of the vertical line of the medial border and horizontal line of the base of the toenail.",rejoined split word 'me- dial' into 'medial'.
