"Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1371/journal.pone.0180918","Effect of acupuncture on hot flush and menopause symptoms in breast cancer-A systematic review and meta-analysis","SP 6, LI 11, CV 4, CV 6, CV 12, LI 4, MH 6, GB 34, ST 36, KI 3, BL 65, HC 6, LR 3, HT 6, DU 14, GB 20, BL 13, PC 7, H 6, K 7, LIV 3, LU 7, REN 4, P 7, LIV 8, BL 23, DU 14, DU 20, ST 36, LI 3, HE 7, L 15, L 23, L 32, HT 7, SP 6, SP 9, LR 3, PC 6, GV 20","SP 6, LI 11, CV 4, CV 6, CV 12, LI 4, MH 6, GB 34, ST 36, KI 3, BL 65, HC 6, LR 3, HT 6, DU 14, GB 20, BL 13, PC 7, H 6, K 7, LIV 3, LU 7, REN 4, P 7, LIV 8, BL 23, DU 14, DU 20, ST 36, LI 3, HE 7, L 15, L 23, L 32, HT 7, SP 6, SP 9, LR 3, PC 6, GV 20","SP 6, LI 11, CV 4, CV 6, CV 12, LI 4, GB 34, ST 36, KI 3, BL 65, LR 3, HT 6, GV 14, GB 20, BL 13, PC 7, HT 6, KI 7, LR 3, LU 7, CV 4, PC 7, LR 8, BL 23, GV 14, GV 20, ST 36, LI 3, HT 7, HT 7, SP 6, SP 9, LR 3, PC 6, GV 20","MH 6, HC 6, L 15, L 23, L 32","TARA:4385250, TARA:8923096, TARA:9921528, TARA:8833337, TARA:0434959, TARA:0859695, TARA:8758950, TARA:6463344, TARA:4362146, TARA:7430197, TARA:6499349, TARA:6421594, TARA:8452754, TARA:2324295, TARA:6050541, TARA:9020892, TARA:6421594, TARA:9881298, TARA:6499349, TARA:3515622, TARA:9921528, TARA:9020892, TARA:1074531, TARA:0992296, TARA:8452754, TARA:3386254, TARA:6463344, TARA:7867167, TARA:2442762, TARA:2442762, TARA:4385250, TARA:3553465, TARA:6499349, TARA:4311153, TARA:3386254","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0029-7844(00)01152-2","Effect of Acupuncture on Nausea of Pregnancy: A Randomized, Controlled Trial","ST 36, CV 12, SP 4, PC 6, ST 44, ST 34","ST 36, CV 12, SP 4, PC 6, ST 44, ST 34","ST 36, CV 12, SP 4, PC 6, ST 44, ST 34","","TARA:6463344, TARA:0434959, TARA:7407065, TARA:4311153, TARA:8440155, TARA:8773594","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X00000052","Effect of Acupuncture on Pain Management in Patients Before and After Lumbar Disc Protrusion Surgery -A Randomized Control Study","BL 25, GB 31, BL 26, GB 30, BL 62, BL 23, BL 36, BL 40, GB 34","BL 25, GB 31, BL 26, GB 30, BL 62, BL 23, BL 36, BL 40, GB 34","BL 25, GB 31, BL 26, GB 30, BL 62, BL 23, BL 36, BL 40, GB 34","","TARA:0906448, TARA:5264783, TARA:4384020, TARA:9378285, TARA:1628341, TARA:0992296, TARA:9927213, TARA:5290080, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/s0192415x75000177","Effect of Acupuncture on Pain Threshold and Pain Tolerance Determined by Electrical Stimulation of the Skin: A Controlled Study","Ho Ku, LI 4, Nei Kuan, EH 6","Ho Ku, LI 4, Nei Kuan, EH 6","LI 4","Ho Ku, Nei Kuan, EH 6","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1179/016164109X12537002793805","Effect of acupuncture on selective attention for smoking-related visual cues in smokers","HT 7, LI 10","HT 7, LI 10","HT 7, LI 10","","TARA:2442762, TARA:0742938","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2011-010064","Effect of acupuncture on symptoms of anxiety in women undergoing in vitro fertilisation: a prospective randomised controlled study","HT 7, PC 6, CV 17, GV 20, Yintang","HT 7, PC 6, CV 17, GV 20, Yintang","HT 7, PC 6, CV 17, GV 20, Yintang","","TARA:2442762, TARA:4311153, TARA:3472408, TARA:3386254, TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Effect of Acupuncture on the Hypothalamus-pituitary-adrenal Axis in Patients with Depression","PC 6, LR 3, SP 6","PC 6, LR 3, SP 6","PC 6, LR 3, SP 6","","TARA:4311153, TARA:6499349, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/cns.12507","Effect of Acupuncture on the Motor and Nonmotor Symptoms in Parkinson's Disease-A Review of Clinical Studies","DU 15, BL 10, GB 20, GB 12, GB 34, GV 20, EX-HN 3, EX-HN 1, LR 3, SP 6, LI 11, ST 36","DU 15, BL 10, GB 20, GB 12, GB 34, GV 20, EX-HN 3, EX-HN 1, LR 3, SP 6, LI 11, ST 36","GV 15, BL 10, GB 20, GB 12, GB 34, GV 20, Yintang, Sishencong, LR 3, SP 6, LI 11, ST 36","","TARA:4427404, TARA:0242146, TARA:2324295, TARA:1031890, TARA:8758950, TARA:3386254, TARA:3135569, TARA:9610280, TARA:6499349, TARA:4385250, TARA:8923096, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.fertnstert.2005.09.062","Effect of acupuncture on the outcome of in vitro fertilization and intracytoplasmic sperm injection: a randomized, prospective, controlled clinical study","RN 4, RN 6, ST 29, PC 6, SP 10, SP 8, LI 14, SP 6, ST 36, KI 3, LR 3, SJ 9, SJ 12, GB 31, GB 32, GB 34, ear point 55, ear point 58, ear point 22, ear point 33, ear point 17, ear point 14, ear point 8, ear point 53","RN 4, RN 6, ST 29, PC 6, SP 10, SP 8, LI 14, SP 6, ST 36, KI 3, LR 3, SJ 9, SJ 12, GB 31, GB 32, GB 34, ear point 55, ear point 58, ear point 22, ear point 33, ear point 17, ear point 14, ear point 8, ear point 53","CV 4, CV 6, ST 29, PC 6, SP 10, SP 8, LI 14, SP 6, ST 36, KI 3, LR 3, TE 9, TE 12, GB 31, GB 32, GB 34","ear point 55, ear point 58, ear point 22, ear point 33, ear point 17, ear point 14, ear point 8, ear point 53","TARA:9921528, TARA:8833337, TARA:5873796, TARA:4311153, TARA:8433932, TARA:6848518, TARA:3744150, TARA:4385250, TARA:6463344, TARA:4362146, TARA:6499349, TARA:5590422, TARA:8257616, TARA:5264783, TARA:5786369, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/107555303322524517","Effect of Acupuncture or Acupressure on Quality of Life of Patients with Chronic Obstructive Asthma: A Pilot Study","Zhongfu, Dazhui, Dingchuan, Neiguan, Zusanli","Zhongfu, Dazhui, Dingchuan, Neiguan, Zusanli","LU 1, GV 14, Dingchuan, PC 6, ST 36","","TARA:0913913, TARA:8452754, TARA:8009041, TARA:4311153, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2011.0493","Effect of Acupuncture Therapy for Postponing Wallerian Degeneration of Cerebral Infarction as Shown by Diffusion Tensor Imaging","Du 23, Du 20, EX-HN 3, PC 6, Sp 6","Du 23, Du 20, EX-HN 3, PC 6, Sp 6","GV 23, GV 20, Yintang, PC 6, SP 6","","TARA:7690229, TARA:3386254, TARA:3135569, TARA:4311153, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.pain.2004.01.018","Effect of acupuncture treatment on chronic neck and shoulder pain in sedentary female workers: a 6-month and 3-year follow-up study","Jingjiaji, ExHN, Jianjing, GB 21, Fengmen, BL 12, Dazhui, GV 14, Jianzhongshu, SI 15, Jianwaishu, SI 14, Hegu, LI 4, Quchi, LI 11, Fengshi, GB 31, Shenmen, Neck, Cervical spine, Shoulder, Shoulder joint, Shoulder-back","Jingjiaji, ExHN, Jianjing, GB 21, Fengmen, BL 12, Dazhui, GV 14, Jianzhongshu, SI 15, Jianwaishu, SI 14, Hegu, LI 4, Quchi, LI 11, Fengshi, GB 31, Ear Shenmen, Neck, Cervical spine, Shoulder, Shoulder joint, Shoulder-back","GB 21, GB 21, BL 12, BL 12, GV 14, GV 14, SI 15, SI 15, SI 14, SI 14, LI 4, LI 4, LI 11, LI 11, GB 31, GB 31","Jingjiaji, ExHN, Ear Shenmen, Neck, Cervical spine, Shoulder, Shoulder joint, Shoulder-back","TARA:5389461, TARA:5389461, TARA:5468609, TARA:5468609, TARA:8452754, TARA:8452754, TARA:2976260, TARA:2976260, TARA:3226024, TARA:3226024, TARA:0859695, TARA:0859695, TARA:8923096, TARA:8923096, TARA:5264783, TARA:5264783","","added ""ear""","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1179/016164106X91951","Effect of acupuncture treatment on vascular dementia","CV 17, CV 12, CV 6, ST 36, SP 10, PC 6, SP 6, GV 26","CV 17, CV 12, CV 6, ST 36, SP 10, PC 6, SP 6, GV 26","CV 17, CV 12, CV 6, ST 36, SP 10, PC 6, SP 6, GV 26","","TARA:3472408, TARA:0434959, TARA:8833337, TARA:6463344, TARA:8433932, TARA:4311153, TARA:4385250, TARA:0829128","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/14660810.0/","Effect of adding a Chinese herbal preparation to acupuncture for seasonal allergic rhinitis: randomised doubleblind controlled trial","LI 20, Yintang, GB 20, BL 13, LU 9, BL 20, ST 36, BL 23, CV 6","LI 20, Yintang, GB 20, BL 13, LU 9, BL 20, ST 36, BL 23, CV 6","LI 20, Yintang, GB 20, BL 13, LU 9, BL 20, ST 36, BL 23, CV 6","","TARA:6681003, TARA:3135569, TARA:2324295, TARA:6050541, TARA:8122277, TARA:3283628, TARA:6463344, TARA:0992296, TARA:8833337","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Effect of an Herbal Compound Combined with Acupuncture & Qigong on Angina Pectoris","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2013-010483","Effect of bidirectional rotation of an acupuncture needle at LI10 on acupuncture needle sensation and experimentally-induced contact heat pain in healthy human volunteers","LI 10, LI 4","LI 10, LI 4","LI 10, LI 4","","TARA:0742938, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Effect of Chengshan Point Injection in Treating Pains Induced by Urinary Calculi","Chengshan","Chengshan","BL 57","","TARA:4589241","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11726-011-0542-0","Effect of Combined Acupuncture and Chinese Herbal Formula on the Motor Function and Activities of Daily Living in Post  stroke Patients","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11726-010-0429-5","Effect of Combined Acupuncture and Medication for Hypertension due to Type 2 Diabetes Mellitus and Plasma Neuropeptide Y","LR 3, GB 20, KI 3, SP 6, LI 11, LR 2, ST 40, ST 36, SP 10","LR 3, GB 20, KI 3, SP 6, LI 11, LR 2, ST 40, ST 36, SP 10","LR 3, GB 20, KI 3, SP 6, LI 11, LR 2, ST 40, ST 36, SP 10","","TARA:6499349, TARA:2324295, TARA:4362146, TARA:4385250, TARA:8923096, TARA:6862058, TARA:9531666, TARA:6463344, TARA:8433932","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11726-012-0581-1","Effect of Combined Acupuncture with Chinese Medicine on Overall Function of Patients with Post  stroke Depression 针药并用对脑卒中后抑郁症患者综合功能的影响","GV 20, Ex  HN 1, LR 3, ST 36, SP 6","GV 20, Ex  HN 1, LR 3, ST 36, SP 6","GV 20, Sishencong, LR 3, ST 36, SP 6","","TARA:3386254, TARA:9610280, TARA:6499349, TARA:6463344, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/S0254-6272(15)30149-7","Effect of direct current pulse stimulating acupoints of JiaJi (T10-L3) and Ciliao (BL 32) with Han's Acupoint Nerve Stimulator on labour pain in women: a randomized controlled clinical study","T10 - L 3, BL 32","T10 - L 3, BL 32","BL 32","T10 - L 3","TARA:6742407","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/bjsm.2003.009431","Effect of dry needling of gluteal muscles on straight leg raise: a randomised, placebo controlled, double blind trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11596-014-1317-x","Effect of Electro-acupuncture Stimulation of Ximen (PC4) and Neiguan (PC6) on Remifentanil-induced Breakthrough Pain Following Thoracal Esophagectomy","DU 20, DU 26, HT 7, LI 15, LI 11, SJ 5, LI 4, SP 10, ST 36, LR 3","DU 20, DU 26, HT 7, LI 15, LI 11, SJ 5, LI 4, SP 10, ST 36, LR 3","GV 20, GV 26, HT 7, LI 15, LI 11, TE 5, LI 4, SP 10, ST 36, LR 3","","TARA:3386254, TARA:0829128, TARA:2442762, TARA:7829474, TARA:8923096, TARA:8393005, TARA:0859695, TARA:8433932, TARA:6463344, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.12659/MSM.890111","Effect of electroacupuncture at Zusanli (ST36) and Sanyinjiao (SP6) acupoints on adrenocortical function in etomidate anesthesia patients","ST 36, SP 6","ST 36, SP 6","ST 36, SP 6","","TARA:6463344, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/WON.0000000000000025","Effect of Electroacupuncture Combined With Tolterodine on Treating Female Mixed Urinary Incontinence","BL 32, BL 35, SP 6, ST 36","BL 32, BL 35, SP 6, ST 36","BL 32, BL 35, SP 6, ST 36","","TARA:6742407, TARA:8458036, TARA:4385250, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0254-6272(15)30131-x","Effect of electroacupuncture on muscle state and infrared thermogram changes in patients with acute lumbar muscle sprain","SI 3, EX-B2, Ashi","SI 3, EX-B2, Ashi","SI 3, Huatuojiaji","Ashi","TARA:0220496, TARA:3734471","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.6452/KJMS.200010.0525","Effect of electroacupuncture on shoulder subluxation for stroke patients","GB 21, SJ 14, LI 15, LI 14","GB 21, SJ 14, LI 15, LI 14","GB 21, TE 14, LI 15, LI 14","","TARA:5389461, TARA:5894876, TARA:7829474, TARA:3744150","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acu.2010.0764","Effect of Electroacupuncture on the Third Lumbar Transverse Process Syndrome: A Randomized Controlled Trial","BL 23, BL 24, BL 25, BL 31, GB 34, Ah Shi point","BL 23, BL 24, BL 25, BL 31, GB 34, Ah Shi point","BL 23, BL 24, BL 25, BL 31, GB 34","Ah Shi point","TARA:0992296, TARA:7357260, TARA:0906448, TARA:2465151, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/26393991.0/","Effect of Electroacupuncture on Transcutaneous Oxygen Partial Pressure During Hyperbaric Oxygen Therapy in Healthy Individuals","PC 6, PC 4, PC 3, SP 6, SP 8, SP 9","PC 6, PC 4, PC 3, SP 6, SP 8, SP 9","PC 6, PC 4, PC 3, SP 6, SP 8, SP 9","","TARA:4311153, TARA:2645290, TARA:7634323, TARA:4385250, TARA:6848518, TARA:3553465","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2016.0361","Effect of Electroacupuncture on Visceral and Hepatic Fat in Women with Abdominal Obesity: A Randomized Controlled Study Based on Magnetic Resonance Imaging","ST 24, ST 25, ST 26, ST 28, SP 14, SP 15, ST 36, ST 40, RN 4, RN 9, GB 34, ST 44, SJ 6","ST 24, ST 25, ST 26, ST 28, SP 14, SP 15, ST 36, ST 40, RN 4, RN 9, GB 34, ST 44, SJ 6","ST 24, ST 25, ST 26, ST 28, SP 14, SP 15, ST 36, ST 40, CV 4, CV 9, GB 34, ST 44, TE 6","","TARA:1211048, TARA:5717468, TARA:8646804, TARA:5017471, TARA:1992799, TARA:4679170, TARA:6463344, TARA:9531666, TARA:9921528, TARA:4534524, TARA:8758950, TARA:8440155, TARA:7510801","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11655-010-0066-3","Effect of Gan-Pi Regulatory Needling in Treating Chloasma","LR 5, SP 6, SP 9, S 36, S 40, LI 4, L 5, CV 12, P 6, CV 17, T4-5, S 25, S 39, CV 6, CV 9, SP 9, LR 3, B 18, B 23, K 3","LR 5, SP 6, SP 9, S 36, S 40, LI 4, L 5, CV 12, P 6, CV 17, T4-5, S 25, S 39, CV 6, CV 9, SP 9, LR 3, B 18, B 23, K 3","LR 5, SP 6, SP 9, ST 36, ST 40, LI 4, LU 5, CV 12, PC 6, CV 17, ST 25, ST 39, CV 6, CV 9, SP 9, LR 3, BL 18, BL 23, KI 3","T4-5","TARA:0780558, TARA:4385250, TARA:3553465, TARA:6463344, TARA:9531666, TARA:0859695, TARA:1357729, TARA:0434959, TARA:4311153, TARA:3472408, TARA:5717468, TARA:6728804, TARA:8833337, TARA:4534524, TARA:3553465, TARA:6499349, TARA:9655874, TARA:0992296, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11655-001-0306-7","Effect of General Anaesthesia with Combination of Acupuncture and Enflurane Applied in Radical Operation of Laryngocarcinoma","LI 4, PC 6","LI 4, PC 6","LI 4, PC 6","","TARA:0859695, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.23.2.52","Effect of intensive acupuncture on pain-related social and psychological variables for women with chronic neck and shoulder pain -an RCT with six month and three year follow up","Jingjiaji, Jianjing, Fengmen, Dazhui, Jianzhongshu, Jianwaishu, Hegu, Quchi, Fengshi, Shenmen, Neck, Cervical spine, Shoulder, Shoulder joint, Shoulder-back","Jingjiaji, Jianjing, Fengmen, Dazhui, Jianzhongshu, Jianwaishu, Hegu, Quchi, Fengshi, Ear Shenmen, Neck, Cervical spine, Shoulder, Shoulder joint, Shoulder-back","GB 21, BL 12, GV 14, SI 15, SI 14, LI 4, LI 11, GB 31","Jingjiaji, Ear Shenmen, Neck, Cervical spine, Shoulder, Shoulder joint, Shoulder-back","TARA:5389461, TARA:5468609, TARA:8452754, TARA:2976260, TARA:3226024, TARA:0859695, TARA:8923096, TARA:5264783","","added ""ear""","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.2008.000075","Effect of intraoperative electroacupuncture on postoperative pain, analgesic requirements, nausea and sedation: a randomised controlled trial","CV 2, GV 4, BL 32, BL 23, LI 4, PC 6, LR 3, SP 6","CV 2, GV 4, BL 32, BL 23, LI 4, PC 6, LR 3, SP 6","CV 2, GV 4, BL 32, BL 23, LI 4, PC 6, LR 3, SP 6","","TARA:6969962, TARA:8557069, TARA:6742407, TARA:0992296, TARA:0859695, TARA:4311153, TARA:6499349, TARA:4385250","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2016.10.009","Effect of LI4 and BL32 acupressure on labor pain and delivery outcome in the first stage of labor in primiparous women: A randomized controlled trial","LI 4, BL 32","LI 4, BL 32","LI 4, BL 32","","TARA:0859695, TARA:6742407","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2016-011208","Effect of minimal acupuncture for infantile colic: a multicentre, three-armed, single-blind, randomised controlled trial (ACU-COL)","LI 4, Sifeng, ST 36","LI 4, Sifeng, ST 36","LI 4, Sifeng, ST 36","","TARA:0859695, TARA:5850983, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jams.2016.08.002","Effect of Needling at CV-12 (Zhongwan) on Blood Glucose Levels in Healthy Volunteers: A Pilot Randomized Placebo Controlled Trial","CV 12, CV 4, CV 6, CV 10, ST 24, ST 25, TE 5, SP 6, SP 15, KI 13, ST 36, BL 20, GB 26","CV 12, CV 4, CV 6, CV 10, ST 24, ST 25, TE 5, SP 6, SP 15, KI 13, ST 36, BL 20, GB 26","CV 12, CV 4, CV 6, CV 10, ST 24, ST 25, TE 5, SP 6, SP 15, KI 13, ST 36, BL 20, GB 26","","TARA:0434959, TARA:9921528, TARA:8833337, TARA:1822260, TARA:1211048, TARA:5717468, TARA:8393005, TARA:4385250, TARA:4679170, TARA:5358142, TARA:6463344, TARA:3283628, TARA:8088170","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2013-010498","Effect of perioperative electroacupuncture as an adjunctive therapy on postoperative analgesia with tramadol and ketamine in prostatectomy: a randomised sham-controlled single-blind trial","LI 4, ST 36","LI 4, ST 36","LI 4, ST 36","","TARA:0859695, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1111/jgs.13164","Effect of press needles on swallowing reflex in older adults with cerebrovascular disease: A randomized double-blind controlled trial","ST 36, KI 3","ST 36, KI 3","ST 36, KI 3","","TARA:6463344, TARA:4362146","","","Is EX-HN 3 a synonym for Yintang, an extra acupoint?","","","","","","","","","","","","","","","","","",""
