"Acupoint","WHO Location","Identified Locations","Identified Locations URI","Relation","Reference",""
"ST 13","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 14","In the anterior thoracic region, in the first intercostal space, 4 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 52",""
"ST 14","","First Intercostal Space","http://uri.interlex.org/base/ilx_0795283","TARA:locatedInRelationTo","",""
"ST 14","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 15","In the anterior thoracic region, in the sec- ond intercostal space, 4 B-cun lateral to the anterior median line. Note: The second intercostal space is in- ferior to the second rib which is located at the same level as the sternal angle.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 53",""
"ST 15","","Second Intercostal Space","http://uri.interlex.org/base/ilx_0795295","TARA:locatedInRelationTo","",""
"ST 15","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 15","","Second Rib","http://purl.obolibrary.org/obo/UBERON_0004602","TARA:locatedInRelationTo","",""
"ST 15","","Sternal Angle","http://uri.interlex.org/base/ilx_0795296","TARA:locatedInRelationTo","",""
"ST 16","In the anterior thoracic region, in the third intercostal space, 4 B-cun lateral to the anterior median line.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 53",""
"ST 16","","Third Intercostal Space","http://uri.interlex.org/base/ilx_0795297","TARA:locatedInRelationTo","",""
"ST 16","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 17","In the anterior thoracic region, at the centre of the nipple [for males and females]. Note: In males, the centre of the nipple is located in the fourth intercostal space.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 54",""
"ST 17","","Nipple","http://purl.obolibrary.org/obo/UBERON_0002030","TARA:locatedInRelationTo","",""
"ST 17 M","In the anterior thoracic region, at the centre of the nipple [for males and females]. Note: In males, the centre of the nipple is located in the fourth intercostal space.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 54",""
"ST 17 M","","Nipple","http://purl.obolibrary.org/obo/UBERON_0002030","TARA:locatedInRelationTo","",""
"ST 17 M","","Fourth Intercostal Space","http://uri.interlex.org/base/ilx_0795298","TARA:locatedInRelationTo","",""
"ST 17 F","In the anterior thoracic region, at the centre of the nipple [for males and females]. Note: In males, the centre of the nipple is located in the fourth intercostal space.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 54",""
"ST 17 F","","Nipple","http://purl.obolibrary.org/obo/UBERON_0002030","TARA:locatedInRelationTo","",""
"ST 18","In the anterior thoracic region, in the fifth intercostal space, 4 B-cun lateral to the anterior median line. Note: In males, ST18 is located at the intersection of nipple line and the fifth intercostal space. In females, St18 is located at the midpoint of the inferior crease of the breast.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 54",""
"ST 18","","Fifth Intercostal Space","http://uri.interlex.org/base/ilx_0795299","TARA:locatedInRelationTo","",""
"ST 18","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 18","","Nipple Line","http://uri.interlex.org/base/ilx_0795300","TARA:locatedInRelationTo","",""
"ST 18 M","In the anterior thoracic region, in the fifth intercostal space, 4 B-cun lateral to the anterior median line. Note: In males, ST18 is located at the intersection of nipple line and the fifth intercostal space. In females, St18 is located at the midpoint of the inferior crease of the breast.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 54",""
"ST 18 M","","Fifth Intercostal Space","http://uri.interlex.org/base/ilx_0795299","TARA:locatedInRelationTo","",""
"ST 18 M","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 18 M","","Nipple Line","http://uri.interlex.org/base/ilx_0795300","TARA:locatedInRelationTo","",""
"ST 18 F","In the anterior thoracic region, in the fifth intercostal space, 4 B-cun lateral to the anterior median line. Note: In males, ST18 is located at the intersection of nipple line and the fifth intercostal space. In females, ST 18 is located at the midpoint of the inferior crease of the breast.","Anterior Thoracic Region","http://purl.obolibrary.org/obo/UBERON_0016416","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 54",""
"ST 18 F","","Fifth Intercostal Space","http://uri.interlex.org/base/ilx_0795299","TARA:locatedInRelationTo","",""
"ST 18 F","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 18 F","","Nipple Line","http://uri.interlex.org/base/ilx_0795300","TARA:locatedInRelationTo","",""
"ST 18 F","","inframammary fold","http://purl.obolibrary.org/obo/UBERON_0013692","TARA:locatedInRelationTo","",""
"ST 19","On the upper abdomen, 6 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note 1: ST 19 is 2 B-cun lateral to CV14. Note 2: If the infrasternal angle is too sharp and the rib is located inferior to St19, St19 can be reached by oblique needling.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 55",""
"ST 19","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 19","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 19","","Infrasternal Angle","http://uri.interlex.org/base/ilx_0795302","TARA:locatedInRelationTo","",""
"ST 19","","Rib","http://purl.obolibrary.org/obo/UBERON_0002228","TARA:locatedInRelationTo","",""
"ST 20","On the upper abdomen, 5 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST20 is 5 B-cun superior to ST25, 1 B-cun inferior to St19, 2 B-cun lateral to CV13.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 55",""
"ST 20","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 20","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 21","On the upper abdomen, 4 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST21 is 4 B-cun superior to ST25, 1 B-cun inferior to St20, 2 B-cun lateral to CV12.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 56",""
"ST 21","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 21","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 22","On the upper abdomen, 3 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST22 is located at the same level and lateral to KI18 and CV11.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 56",""
"ST 22","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 22","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 23","On the upper abdomen, 2 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST23 is located at the same level and lateral to KI17 and CV10.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 57",""
"ST 23","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 23","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 24","On the upper abdomen, 1 B-cun superior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST24 is at the same level and lateral to CV9.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 57",""
"ST 24","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 24","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 25","On the upper abdomen, 2 B-cun lateral to the centre of the umbilicus.","Upper Abdomen","http://uri.interlex.org/base/ilx_0795301","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 58",""
"ST 25","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 26","On the lower abdomen, 1 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST26 is at the same level and lateral to KI15 and CV7.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 58",""
"ST 26","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 26","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 27","On the lower abdomen, 2 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST27 is at the same level and lateral to KI14 and CV5.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 59",""
"ST 27","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 27","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 28","On the lower abdomen, 3 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST28 is 3 B-cun inferior to ST25, 1 B-cun inferior to St27, 2 B-cun lateral to CV4.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 59",""
"ST 28","","Umbilicus","http://purl.obolibrary.org/obo/UBERON_0007118","TARA:locatedInRelationTo","",""
"ST 28","","Anterior Median Line","http://uri.interlex.org/base/ilx_0795285","TARA:locatedInRelationTo","",""
"ST 29","On the lower abdomen, 4 B-cun inferior to the centre of the umbilicus, 2 B-cun lateral to the anterior median line. Note: ST29 is 4 B-cun inferior to ST25, 1 B-cun inferior to St28, 2 B-cun lateral to CV3.","Lower Abdomen","http://uri.interlex.org/base/ilx_0795303","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 60",""
